business_id,explain_1,explain_2,explain_3,explain_4,explain_5
jQ2yK-xIOvoxeM3lIJWMdA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jRaBuPn1YNfze55LcBCM0g,Many people come back repeatedly (16% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
jRmAvtGQfJz9Ye-Jq5gbUw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.7★),
jS8VAzNJjjekJwBknEFZFw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
jSAOaEVCfZkcDpg-yVJ_Ow,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jSP0rpPCYJ-FvW6yydY8Mg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jSYu2apG1uYq3eNzSA-OHw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jSZQ89WehnfYJcYMGQO2og,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jSr8KHVtQWgC_S_xNyrG5w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jStt26nV-CBWRGxjqCzxUw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jTUkZm97QaVb-YxV6q2NLQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jTbOziVO4fGAPCUII5OgYg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jUWz9dteCwl9_X7HdkqDDw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),
jUzhKIPSlBDenYWV1H-ucw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jV7FdR7puEdY5ch11jg3vg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jVGKURBMYqOmLirjAQa0yA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jVQkjR0H-xpCzw5xNVhr3A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jVg0VUu4Z6jgrN_krWXLkA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jW8RwU6gT4v3enWnAWICng,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jWsZ4M0g6ViLdJKRM73C8w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jXb9PQf1Sss5ukgNVB1a1w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jXrcAvkCDOIbXJ7_FZiYdQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jZ1Gmk5k42e19WO0mry5wQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jZGqAdBlDnrP-J7--vdPxA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jZd462wsUBOIB60UEjUOsw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jZq8xsKyCrRRzJenCKKn-Q,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
j_eImSxsxnW0FCM1b5ekEQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
ja7cjawPhBMHsKeL_popDw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jaa0QoRrf2OFIhJIvmBCOg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jacAaeM-PLorKxy0YAfEWw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jar_5KMQZtgOseRdUN3L0w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jbwJ6wuKBuSZ9-GGPNPVRA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jcXkAf-4BSsDNVhTHn-fmg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jcwBfwL68BgGSlKf1t0yNA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
jdtPT12GXxxjfjUBOTc40A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jdx80PbfbXMkUZvhJmdFbQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (5.0★),
je8HwCtpyIRQOa-QCNBf7w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jfjpExDsvog4CYFsBMmwdw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
jfv6PEdL5KchI-DGJlnbWQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jgJXtO7dJvMcWL4ERbS4jg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
jgN86blLZPSuBh4ZeVeqMQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jgOgj1gvfPy3DEIpSjQiOQ,Many people come back repeatedly (14% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage)
jgi-7LWLzcGkPvqFryqI6A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jgmj_apBPNZa5Kq9ZJkSqg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jh1WZm0fRwnjMv75gvVYhg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jh7ltUh43BuzmgPaTf4MWQ,Many people come back repeatedly (40% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal"
jhSSiLwrq9t3Fij2pVlvug,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jhbJuMrHKP4Vb2kfsVizKg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.8★),
jiWx3be6Q6KftyK9M1_mwA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
jjmXrmVu3fiZD90jLMqWjw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jl0QetAu4Tgf4mq33ZN9VQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jl38yx7zzMRbg-kOK8NLDw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jl8QAeSW1sbBJOvsCcZEqw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
jlaktBNmve9FMOAlsG6PwQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.9★),
jlkDIOPoRP9SJXTkRVpkMQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jmMCUCuErJP7EtR_6RVRig,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
jmZt66lh8Lv70VoVwXgMow,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
